time,ACB,BCM,BID,BMP,BSR,BVH,CII,CTD,CTG,DGC,DHG,DPM,EIB,FPT,GAS,GMD,GVR,HDB,HPG,HSG,KDC,KDH,LPB,MBB,MSN,MWG,NVL,PDR,PLX,PNJ,POW,REE,ROS,SAB,SBT,SHB,SSB,SSI,STB,TCB,TCH,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VPL,VRE
2019-01-03 07:00:00,-0.03829091299331477,-0.08709563363542241,-0.045347819978459145,-0.029803530390581614,-0.02229600555537345,0.002136752949735242,-0.03144410401490749,-0.003085152591054369,-0.048273056513334446,-0.03459144476961909,-0.03604871576759748,-0.047593697123086164,-0.0033021493957589992,-0.010168253429252682,-0.024503823285935065,-0.03440434217347727,-0.00979199990461765,0.0,-0.04345462924628567,-0.03056265041016681,-0.03815461497128372,0.0,-0.022914259522875777,-0.044272823677988044,-0.007724480750763769,-0.029464538207916613,-0.023274437320027416,-0.0073891961823710885,-0.014918467250361934,-0.03335361603857891,,-0.021269017587492438,,-0.013396916010568815,-0.02441006019856943,-0.026088436084297967,,-0.01927770542590319,-0.044059989794030543,-0.02306808825027442,0.00359066813072854,-0.023236076680848074,0.0,-0.004080448681161805,-0.015649771667127776,-0.0011212020459219496,-0.006861283314656799,-0.00892041313440569,-0.021156199967311738,,-0.039250321289599245
2019-01-04 07:00:00,0.007407441277861818,0.03135365062718732,-0.014421940188008044,-0.007591769908212738,0.0,-0.006692569485595933,0.011840827256322925,0.0,0.0131817367020645,0.021506205220963463,0.0,0.029114137848248955,0.006593430479831905,0.00783089358054784,-0.002384264988022784,0.0018088639240260308,0.0,0.028270433938255526,0.007137789048292307,-0.01388911216066715,-0.004271229130945916,0.0,-0.00998344398418315,0.004106781952653281,-0.023376024379559355,0.006965972440827959,0.003053437486890248,0.0061614489440486265,0.0239532410224928,0.011472401162236781,,-0.007191401348107561,,-0.009397949182543113,0.0023139231303972198,0.0,,0.0,0.004494389587839267,-0.002596280125631847,-0.012019375465783933,-0.0018099552452396416,0.014699789120289256,0.010844413014128876,0.0031496089028962013,0.0031362032874249204,-0.010323989819770925,0.016923263849234652,-0.0016460909066686805,,-0.0069525193148817525
2019-01-07 07:00:00,0.012832440069884578,-0.004419354111472307,0.023544010284585394,0.008431753157937833,0.0,0.0,0.0,0.0030851525910542393,-0.01077209698191107,0.0,0.02023048470950183,0.008571481050141183,-0.0032912810840728442,0.017015105005982755,0.0210616977385104,0.006006024060211728,-0.04400458536941908,-0.0034904049397686022,-0.01144504624587282,0.03774032798284711,0.0,-0.0014619885644992772,-0.01008411906662616,0.02028467117150593,0.025904870361343715,0.016826400814622344,-0.0190833738258608,-0.006161448944048687,0.005429023130500365,0.0154350517576874,,0.013540629026766266,,0.00328839493958663,0.012251301780520585,0.026088436084297874,,0.0012158056208899498,0.03090753746307649,0.006047534629846576,-0.0024213086890102274,0.00901719365018886,0.003855220024432832,0.0026928271705847144,0.006269613013595395,0.0037950709685517555,0.008629552814530012,0.04698392448830206,0.014718172474021485,,0.014239224614482862
2019-01-08 07:00:00,-0.007312646846286602,0.0044193541114723855,-0.009122070096577303,-0.0029430334465038854,0.0,-0.004576667027411643,-0.03984155859341789,-0.0006162695347056838,-0.013325454597149509,-0.0030441423812281325,-0.002725858385647792,-0.02011562079700642,0.0,0.00459067370859905,0.022914259522875832,-0.0023980826840127437,0.02161559047594024,-0.014084739881738972,-0.017416985994002116,0.0033613477027047063,-0.004827040748315868,0.0,0.020067563050809388,-0.006042314455962698,0.01020817659252385,-0.011825428668496375,-0.07214976257275486,0.0,-0.01997213318691513,-0.004434597067865753,,-0.00634922767865878,,0.0,0.0030395160178965965,-0.026088436084297967,,-0.013455860515392002,-0.013129291441792736,0.0,-0.009744291474678164,0.0035842332278151067,0.007241778187298307,0.0,0.006230549750636163,0.0,-0.008629552814530067,-0.007768589833397841,-0.004882027597308421,,-0.010756922778608211
2019-01-09 07:00:00,0.01818231908319033,0.021808472750872974,0.03045920748470844,0.02000900434778413,0.022296005555373435,0.009132483563272474,0.024203601740886184,0.0006162695347056298,0.024097551579060524,0.0050684345704587325,0.00931502951263291,0.0014503265776466834,0.04196419909903221,0.009118604216434338,0.01792331726787223,0.009558017806105362,0.022388994893478686,0.014084739881739023,0.02172424319158249,0.03947881097378742,0.006964935736841444,-0.00660552860530816,-0.00998344398418315,0.025923685009791538,0.0,0.01636573158727917,0.019186827424773942,0.0,0.0016796644620856432,0.005455178888038228,,0.019708954868590173,,0.0,0.004542021434500986,0.026088436084297874,,0.0024600258408626207,0.004395611473038129,0.028027312254655875,-0.004907985312192201,0.04375150967312786,0.014328100154079105,0.0,0.0,0.005111690205863687,0.0,0.014550079820955322,0.0,,0.051196727345806756
2019-01-10 07:00:00,-0.003610112224099674,-0.01302792853292828,-0.015113637810048184,0.013934651704653307,-0.007812539736793625,0.005599268061758774,-0.009830772783127672,0.0,0.027012799246068767,0.011060947359424976,0.026119109417857375,0.007220247973487097,0.0,-0.006069821367075834,0.015400619813011638,0.0,-0.011131840368844407,0.0034904049397685676,0.011396134730869582,0.025479085300984968,-0.006964935736841517,-0.0029498546464212347,0.0,0.0,0.015042541532767725,0.007146917763444722,0.006531701863215059,0.035219183423591406,0.01664327527764547,0.008801681736826845,,0.016260520871780326,,-0.01655118881799702,0.0022632978352538323,-0.026088436084297967,,-0.008636697732591543,0.0,0.0,0.0024570036930520837,0.011915034577871244,-0.01432810015407903,0.005363997535580441,-0.006230549750636086,-0.001109016416206066,0.0,-0.001458789463659873,0.003257331870306505,,0.013486626871892967
2019-01-11 07:00:00,0.0,-0.008780544217944598,-0.018787913865633273,-0.004078309078507513,0.021978906718775167,0.009921372472939958,-0.006055619936490249,-0.00938780299423248,-0.0023201866556973095,0.022739486969489558,0.030577755218656903,-0.008670574551133643,-0.007403524033564828,0.0015209128407067448,-0.0033198112378673757,-0.007159935122092595,0.011131840368844419,0.006944472352810995,-0.015703391928449828,-0.0254790853009849,-0.004310351501122323,-0.010393560527263195,0.0,-0.0059230183031221675,0.006290776403624932,-0.011687220682227576,0.0019512201312617493,-0.0035863756312276888,0.003530661546889703,0.002020202707275802,,0.012213892293937998,,0.0,0.014959142078156623,0.0,,0.02327110525102916,0.0,0.007509422022131568,0.014616581782828523,0.0033783815916271906,0.003389833754511524,0.026396706085345292,-0.006269613013595374,0.0,0.017185273134427817,0.017236134879904576,-0.006525308634922515,,0.015448483987559164
2019-01-14 07:00:00,-0.007259560012804223,-0.013317089531337152,0.0,-0.007794911263282744,-0.02197890671877523,-0.02115143701820633,-0.022899632315538595,-0.015879982677462812,0.0,0.00195312562088207,0.013595786328329173,-0.002906978791309161,0.0,0.006815626535060039,-0.0165785672819756,0.01131301139699925,0.0,-0.003466207976486284,-0.0014398850579876432,0.009630893060961146,0.0,-0.011257154524634447,-0.01008411906662616,-0.011952333523841058,-0.002450230934891405,0.0,-0.020680205237538857,-0.009627029827164199,-0.007310491230206124,-0.00641135990677264,,-0.006088298867255293,,0.0,0.0022246950221111086,0.0,,-0.013406660280115272,-0.017699577099400975,-0.005835781464101653,-0.006064299967511254,0.05255725073867599,0.0021128256327967707,0.009076657665623997,0.006269613013595395,0.0,0.004250565683795068,0.007537397607904601,-0.0016380020042384695,,0.014862269321240794
2019-01-15 07:00:00,0.014466798417753479,-0.00897761640709831,0.01878791386563327,0.00574950249126112,0.007812539736793625,0.0021488055541884605,0.006195457721786691,-0.00973552662954367,0.0057904041347045295,-0.02469261259037152,0.0,0.0329306778130118,0.013706065904367296,0.007518832414027319,0.008975378128125853,0.01934976817987587,0.0,0.003466207976486329,0.0,0.015848192240023713,-0.013043663192029339,-0.0030234338979971747,0.010084119066626226,0.025718529287989036,0.017177590417043472,0.007932052919903773,0.0,0.001208459361568327,0.007310491230206075,0.0,0.00647251450561752,0.02562310488789769,,-0.0016702860071619845,0.008115131218990808,0.013129291441792581,,0.008552281815317158,0.008888947417246214,0.024774181985579537,0.0036429912785010087,-0.04416089578576966,0.01049768195913303,0.033188284883673036,-0.006269613013595374,0.0011090164162061863,-0.0025705518485418053,-0.0007771014508408638,0.009788006366162944,,0.02119975137537239
2019-01-16 07:00:00,-0.010830430774369664,0.008977616407098384,-0.009065217887110713,-0.009876623495912088,0.007751976804317924,0.014649349739144418,-0.012429538552103457,-0.03484069800206378,-0.011614532420693002,0.004987541511039188,0.013591053266991091,0.004216450378934825,-0.013706065904367215,-0.006010536502142387,0.0033451062599146107,0.0,0.020694591242832957,0.0,0.0043134502537193475,-0.012658396871923465,0.0,0.0,-0.023689771122404776,-0.0019550348358033506,-0.006046881614892838,-0.004524894598289577,-0.010335147837634255,0.0,0.0035182398199861895,-0.0023724803536303565,-0.006472514505617479,-0.0082182009043861,,-0.002454810427118751,0.002201835751941493,-0.013129291441792623,,-0.009780029053639606,0.0,0.0,0.0,-0.013468217050866593,-0.00881062968215492,0.0049822167115844244,0.0,0.0048651135324533495,-0.010235734155150916,-0.014223505921041315,0.03195159980660243,,0.014339610680455545
